UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,3,2020,76,2159852,975077,1184775,839415,997812,77506,114006,6924,8374,41511,52433,1266,1330,8455,10820,846564,1006817,79353,116947,12118,14923,43916,55377,2329,2629,900210,1085204,770955,906678,74635,110159,5228,6410,40944,51648,1108,1158,7340,9151,777144,914231,76058,112387,9827,12100,43078,54216,2051,2311,74867,99571,68460,91134,2871,3847,1696,1964,567,785,158,172,1115,1669,69420,92586,3295,4560,2291,2823,838,1161,278,318
R,3,2020,77,2099964,941853,1158111,813901,979205,72709,109523,6401,7806,39775,50237,1094,1298,7973,10042,820621,987578,74580,112228,11347,14017,41944,52924,2026,2411,872959,1063209,750838,892483,70026,105660,4945,5900,39262,49526,961,1095,6927,8545,756668,899566,71457,107697,9356,11352,41187,51878,1780,2084,68894,94902,63063,86722,2683,3863,1456,1906,513,711,133,203,1046,1497,63953,88012,3123,4531,1991,2665,757,1046,246,327
R,3,2020,78,1803285,799874,1003411,687803,843545,62837,96994,5669,6786,35627,46079,985,1126,6953,8881,693619,850952,64444,99371,9891,12197,37644,48515,1813,2112,738545,919886,631651,766800,60492,93882,4358,5202,35166,45443,858,944,6020,7615,636662,773105,61720,95717,8101,9947,36956,47581,1594,1826,61329,83525,56152,76745,2345,3112,1311,1584,461,636,127,182,933,1266,56957,77847,2724,3654,1790,2250,688,934,219,286
R,3,2020,79,1633762,715851,917911,612734,769123,56942,90157,5088,6319,33901,43295,911,1052,6275,7965,617996,775723,58340,92307,8880,11089,35786,45573,1686,1987,658446,838131,560063,695841,54779,87039,3890,4889,33482,42692,802,887,5430,6783,564605,701416,55833,88680,7237,9050,35153,44693,1485,1712,57405,79780,52671,73282,2163,3118,1198,1430,419,603,109,165,845,1182,53391,74307,2507,3627,1643,2039,633,880,201,275
R,3,2020,80,1509478,656735,852743,561052,712751,52785,84905,4565,5840,31712,40527,838,1066,5783,7654,565940,719120,54084,86998,7941,10381,33483,42678,1540,1988,603250,777599,512036,643811,50719,81961,3471,4484,31295,39960,721,880,5008,6503,516246,649191,51703,83531,6447,8438,32892,41853,1352,1687,53485,75144,49016,68940,2066,2944,1094,1356,417,567,117,186,775,1151,49694,69929,2381,3467,1494,1943,591,825,188,301
R,3,2020,81,1403225,605338,797887,520879,672974,46450,76086,4049,5287,28225,35938,694,921,5041,6681,525149,678563,47607,77839,7095,9287,29715,37840,1264,1703,557352,728853,476778,609563,44635,73357,3105,4057,27881,35441,590,772,4363,5663,480447,614275,45509,74670,5787,7536,29215,37097,1111,1444,47986,69034,44101,63411,1815,2729,944,1230,344,497,104,149,678,1018,44702,64288,2098,3169,1308,1751,500,743,153,259
R,3,2020,82,1288659,548158,740501,470984,623284,42213,71239,3652,4858,26008,34183,659,882,4642,6055,474915,628329,43308,72899,6403,8360,27409,35915,1187,1611,504232,676500,430589,564548,40602,68692,2782,3725,25700,33711,554,726,4005,5098,433966,568756,41428,69941,5210,6758,26945,35222,1015,1360,43926,64001,40395,58736,1611,2547,870,1133,308,472,105,156,637,957,40949,59573,1880,2958,1193,1602,464,693,172,251
R,3,2020,83,1159222,484673,674549,417025,568793,36675,64265,3130,4305,23236,30938,575,725,4032,5523,420460,573398,37577,65763,5454,7534,24505,32523,1042,1377,444957,615713,380401,514554,35156,62042,2420,3268,22971,30500,501,619,3508,4730,383375,518469,35830,63190,4489,6098,24118,31908,919,1195,39716,58836,36624,54239,1519,2223,710,1037,265,438,74,106,524,793,37085,54929,1747,2573,965,1436,387,615,123,182
R,3,2020,84,1073079,440740,632339,379357,532432,33864,61216,2805,4026,20616,28812,511,675,3587,5178,382357,536732,34690,62622,4866,7044,21746,30298,975,1263,404439,577420,345857,481858,32504,59133,2149,3062,20376,28412,446,563,3107,4392,348448,485479,33122,60204,3973,5678,21391,29708,855,1083,36301,54919,33500,50574,1360,2083,656,964,240,400,65,112,480,786,33909,51253,1568,2418,893,1366,355,590,120,180
R,3,2020,85,978313,395021,583292,340939,493184,29720,55463,2468,3612,18234,25729,462,591,3198,4713,343683,497107,30413,56723,4298,6354,19224,27142,865,1136,362710,533136,311007,446891,28595,53610,1885,2719,18010,25363,407,502,2806,4051,313410,450243,29136,54577,3526,5124,18885,26615,771,981,32311,50156,29932,46293,1125,1853,583,893,224,366,55,89,392,662,30273,46864,1277,2146,772,1230,339,527,94,155
R,3,2020,86,841898,333094,508804,287679,429521,24669,48311,2033,3015,15574,23297,421,537,2718,4123,289998,432972,25272,49396,3565,5388,16464,24523,745,1036,305807,465126,262397,389169,23731,46682,1547,2284,15392,22983,363,468,2377,3540,264425,392118,24195,47513,2911,4375,16190,24072,651,903,27287,43678,25282,40352,938,1629,486,731,182,314,58,69,341,583,25573,40854,1077,1883,654,1013,274,451,94,133
R,3,2020,87,784854,302885,481969,262015,407825,22296,45236,1803,2845,14050,21854,353,467,2368,3742,264013,410947,22836,46258,3108,5000,14838,22929,656,939,278886,441964,239754,370844,21454,43743,1383,2182,13882,21573,313,403,2100,3219,241518,373511,21885,44545,2549,4091,14600,22509,590,823,23999,40005,22261,36981,842,1493,420,663,168,281,40,64,268,523,22495,37436,951,1713,559,909,238,420,66,116
R,3,2020,88,698448,264845,433603,231947,371610,17464,37209,1463,2381,11694,18685,291,394,1986,3324,233655,374399,17923,38084,2562,4313,12343,19629,541,792,243543,398297,212054,338850,16836,35984,1106,1800,11560,18469,251,348,1736,2846,213541,341217,17198,36660,2076,3482,12144,19315,468,698,21302,35306,19893,32760,628,1225,357,581,134,216,40,46,250,478,20114,33182,725,1424,486,831,199,314,73,94
R,3,2020,89,636691,234412,402279,204900,344462,15437,34128,1285,2193,10674,18079,276,385,1840,3032,206459,347013,15841,34953,2306,3914,11300,18973,507,744,215317,369250,187126,313820,14823,33005,953,1628,10571,17867,247,324,1597,2606,188479,315997,15138,33635,1843,3143,11128,18652,454,649,19095,33029,17774,30642,614,1123,332,565,103,212,29,61,243,426,17980,31016,703,1318,463,771,172,321,53,95
R,3,2020,90,551325,197587,353738,172573,302818,13103,30504,1146,1843,9042,15657,233,337,1490,2579,173846,304955,13453,31218,1998,3318,9498,16399,420,649,181307,325306,157413,276405,12578,29523,867,1398,8953,15469,203,291,1293,2220,158516,278240,12849,30076,1617,2698,9355,16123,366,563,16280,28432,15160,26413,525,981,279,445,89,188,30,46,197,359,15330,26715,604,1142,381,620,143,276,54,86
R,3,2020,91,465956,162204,303752,142240,261005,10342,25502,879,1502,7321,13171,169,295,1253,2277,143290,262907,10629,26139,1586,2803,7721,13822,331,575,149258,280197,130153,239197,9938,24640,666,1116,7250,13021,151,255,1100,1968,131068,240823,10167,25141,1299,2275,7610,13597,295,506,12946,23555,12087,21808,404,862,213,386,71,150,18,40,153,309,12222,22084,462,998,287,528,111,225,36,69
R,3,2020,92,399988,134723,265265,118000,228379,8521,22020,703,1318,6321,11375,133,233,1045,1940,118892,230006,8741,22520,1282,2457,6667,11912,271,485,124372,245673,108311,210205,8225,21328,531,998,6263,11248,117,198,925,1696,109099,211618,8402,21725,1047,2016,6579,11724,240,419,10351,19592,9689,18174,296,692,172,320,58,127,16,35,120,244,9793,18388,339,795,235,441,88,188,31,66
R,3,2020,93,327349,106979,220370,93486,189786,6839,18079,559,1104,5145,9608,104,192,846,1601,94200,191140,7046,18532,1044,2014,5405,10045,207,379,98760,204356,85811,174969,6582,17480,442,838,5098,9501,91,168,736,1400,86433,176145,6742,17847,871,1652,5327,9892,178,333,8219,16014,7675,14817,257,599,117,266,47,107,13,24,110,201,7767,14995,304,685,173,362,78,153,29,46
R,3,2020,94,264990,82959,182031,72254,156452,5314,15073,434,857,4237,8142,68,158,652,1349,72807,157573,5476,15458,789,1630,4445,8515,150,322,76645,169172,66359,144531,5130,14611,322,653,4203,8053,58,137,573,1187,66843,145515,5257,14923,638,1347,4390,8383,132,280,6314,12859,5895,11921,184,462,112,204,34,89,10,21,79,162,5964,12058,219,535,151,283,55,132,18,42
R,3,2020,95,213310,64496,148814,55980,128203,4104,11974,336,729,3508,6661,66,151,502,1096,56404,129123,4227,12306,615,1364,3677,6950,131,274,59720,138703,51514,118814,3967,11619,257,567,3480,6598,59,133,443,972,51889,119627,4063,11895,509,1142,3628,6854,114,240,4776,10111,4466,9389,137,355,79,162,28,63,7,18,59,124,4515,9496,164,411,106,222,49,96,17,34
R,3,2020,96,161675,47631,114044,41118,98187,3025,9163,257,512,2778,5247,44,107,409,828,41457,98874,3127,9411,482,994,2918,5462,95,205,44019,106640,37738,91324,2918,8891,202,396,2756,5193,38,95,367,741,38043,91939,3003,9098,405,833,2885,5387,82,184,3612,7404,3380,6863,107,272,55,116,22,54,6,12,42,87,3414,6935,124,313,77,161,33,75,13,21
R,3,2020,97,119350,33892,85458,28916,73170,2257,7070,181,376,2205,4133,33,81,300,628,29175,73682,2330,7261,343,734,2308,4307,74,165,31363,80030,26569,68109,2176,6875,140,301,2184,4101,29,74,265,570,26800,68569,2234,7044,281,628,2279,4261,66,150,2529,5428,2347,5061,81,195,41,75,21,32,4,7,35,58,2375,5113,96,217,62,106,29,46,8,15
R,3,2020,98,90757,24998,65759,21498,56637,1511,5285,129,308,1615,2974,29,62,216,493,21680,57042,1574,5439,248,586,1684,3107,57,127,23311,61750,19918,52929,1468,5142,106,249,1607,2951,25,54,187,425,20077,53276,1518,5269,211,497,1666,3062,46,110,1687,4009,1580,3708,43,143,23,59,8,23,4,8,29,68,1603,3766,56,170,37,89,18,45,11,17
R,3,2020,99,61905,16303,45602,13797,38715,1058,3809,84,203,1179,2468,17,46,168,361,13938,39005,1103,3928,176,408,1236,2569,39,95,15212,42882,12794,36189,1022,3719,64,165,1169,2452,13,42,150,315,12922,36443,1060,3817,148,345,1218,2541,31,84,1091,2720,1003,2526,36,90,20,38,10,16,4,4,18,46,1016,2562,43,111,28,63,18,28,8,11
R,3,2020,100,107220,25587,81633,20721,67250,1912,7815,166,402,2476,5375,45,99,267,692,20933,67803,1994,8071,306,783,2564,5550,89,198,23930,77049,19197,63045,1859,7623,134,345,2465,5340,40,90,235,606,19384,63528,1929,7836,257,688,2542,5492,77,174,1657,4584,1524,4205,53,192,32,57,11,35,5,9,32,86,1549,4275,65,235,49,95,22,58,12,24
R,4,2020,999,329459499,162261435,167198064,124423974,126563699,21241153,23092613,2124364,2095944,9441896,10340553,413908,403049,4616140,4702206,128540560,130734973,23322886,25257466,3485082,3519573,11155183,12050824,820274,813606,131310073,136810522,97224355,99902979,19778593,21580851,1203349,1242344,9139129,10036432,303352,299873,3661295,3748043,100488062,103224683,21416118,23293492,2165774,2270373,10589630,11483723,620879,622377,30951362,30387542,27199619,26660720,1462560,1511762,921015,853600,302767,304121,110556,103176,954845,954163,28052498,27510290,1906768,1963974,1319308,1249200,565553,567101,199395,191229
R,4,2020,0,3783502,1935368,1848134,1388915,1325918,291630,278825,31291,29861,95700,91459,5700,5470,122132,116601,1501700,1433596,358853,343003,54929,52427,139905,133658,14128,13517,1428521,1364357,956019,912721,264445,252860,16088,15359,90118,86146,3899,3748,97952,93523,1046926,999519,319408,305339,31487,30063,126866,121228,10085,9655,506847,483777,432896,413197,27185,25965,15203,14502,5582,5313,1801,1722,24180,23078,454774,434077,39445,37664,23442,22364,13039,12430,4043,3862
R,4,2020,1,3797697,1942274,1855423,1398403,1331904,291082,282199,31180,29907,98783,93491,5742,5523,117084,112399,1506274,1435450,354359,343360,54513,52243,141781,134459,13973,13375,1438283,1372135,967296,918827,264081,256141,16122,15373,93205,88184,3947,3785,93632,89825,1053966,1001961,315553,305888,31362,29927,128986,122252,10011,9566,503991,483288,431107,413077,27001,26058,15058,14534,5578,5307,1795,1738,23452,22574,452308,433489,38806,37472,23151,22316,12795,12207,3962,3809
R,4,2020,2,3858937,1973306,1885631,1420122,1351846,295055,287383,31566,30320,102750,97051,5848,5627,117965,113404,1528751,1456273,358559,349015,55151,52919,146258,138433,14169,13556,1461563,1394000,982150,931522,267675,260853,16325,15559,97092,91669,4031,3863,94290,90534,1069379,1015264,319263,310898,31725,30267,133331,126092,10174,9710,511743,491631,437972,420324,27380,26530,15241,14761,5658,5382,1817,1764,23675,22870,459372,441009,39296,38117,23426,22652,12927,12341,3995,3846
R,4,2020,3,3957677,2023666,1934011,1454641,1384670,302491,294837,32290,31021,107469,101611,6021,5798,120754,116074,1565814,1491535,367439,357886,56401,54120,152092,144032,14547,13923,1497897,1428877,1004491,952681,274402,267568,16675,15898,101672,96101,4156,3987,96501,92642,1093734,1038348,327128,318727,32405,30916,138865,131408,10454,9984,525769,505134,450150,431989,28089,27269,15615,15123,5797,5510,1865,1811,24253,23432,472080,453187,40311,39159,23996,23204,13227,12624,4093,3939
R,4,2020,4,4018966,2054746,1964220,1477956,1406503,305349,298197,32572,31399,110616,104719,6121,5905,122132,117497,1590376,1514669,370893,361931,56978,54785,155893,147734,14745,14127,1518600,1449284,1018582,965749,276908,270676,16722,15971,104696,99135,4216,4065,97476,93688,1108706,1052377,330034,322324,32593,31144,142428,134933,10579,10124,536146,514936,459374,440754,28441,27521,15850,15428,5920,5584,1905,1840,24656,23809,481670,462292,40859,39607,24385,23641,13465,12801,4166,4003
R,4,2020,5,4055159,2072746,1982413,1485007,1415260,310336,302881,32997,31921,115290,108714,6149,6015,122967,117622,1598171,1523474,376252,366421,57555,55436,160938,151965,14907,14303,1538522,1466936,1027771,974227,281293,274890,17161,16490,109580,103178,4316,4188,98401,93963,1118711,1061039,334737,326398,33235,31816,147791,139296,10842,10361,534224,515477,457236,441033,29043,27991,15836,15431,5710,5536,1833,1827,24566,23659,479460,462435,41515,40023,24320,23620,13147,12669,4065,3942
R,4,2020,6,4020456,2056728,1963728,1477017,1404626,309481,301285,33230,32016,110385,104443,5871,5631,120744,115727,1588102,1511070,373973,364083,57644,55316,155173,146635,14581,13805,1527338,1455929,1023660,970097,280672,273530,17497,16741,104913,99240,4119,3943,96477,92378,1112818,1055427,332921,324464,33506,31970,142288,134380,10534,9949,529390,507799,453357,434529,28809,27755,15733,15275,5472,5203,1752,1688,24267,23349,475284,455643,41052,39619,24138,23346,12885,12255,4047,3856
R,4,2020,7,4029914,2058948,1970966,1477011,1409794,308339,300329,32915,31831,114884,108565,6011,5763,119788,114684,1587072,1515161,371736,361761,57181,55138,159900,151003,14849,14075,1529728,1460607,1022540,971867,280172,273101,17547,16834,109540,103276,4265,4025,95664,91504,1110797,1056291,331409,322811,33442,32088,147215,138686,10791,10127,529220,510359,454471,437927,28167,27228,15368,14997,5344,5289,1746,1738,24124,23180,476275,458870,40327,38950,23739,23050,12685,12317,4058,3948
R,4,2020,8,4044430,2068053,1976377,1491447,1421563,310072,300929,33810,32236,108573,103150,5711,5496,118440,113003,1600295,1525421,373134,361374,58251,55533,152383,144717,14330,13701,1531680,1460517,1030299,977647,282079,273985,17800,17035,103312,98098,3975,3827,94215,89925,1117254,1060655,332944,322811,33762,32241,139799,132690,10298,9819,536373,515860,461148,443916,27993,26944,16010,15201,5261,5052,1736,1669,24225,23078,483041,464766,40190,38563,24489,23292,12584,12027,4032,3882
R,4,2020,9,4085658,2088679,1996979,1514042,1443770,311856,302498,32175,31360,106520,101221,5669,5374,118417,112756,1622959,1547374,374725,362758,56804,55080,150178,142351,14358,13535,1540069,1467615,1037290,984139,285608,276726,17865,17286,101442,96402,3993,3795,93871,89267,1123976,1066462,336177,325156,33894,32725,137723,130572,10348,9768,548610,529364,476752,459631,26248,25772,14310,14074,5078,4819,1676,1579,24546,23489,498983,480912,38548,37602,22910,22355,12455,11779,4010,3767
R,4,2020,10,4063690,2073517,1990173,1488059,1421192,312478,304470,33125,32197,113443,109209,6204,6058,120208,117047,1598728,1528710,377039,367948,57479,56127,157621,151780,14735,14321,1533413,1469134,1026682,976280,282611,275629,17362,17004,107318,103315,4151,4022,95289,92884,1114829,1061975,334588,326604,33047,32542,143908,138780,10403,10066,540104,521039,461377,444912,29867,28841,15763,15193,6125,5894,2053,2036,24919,24163,483899,466735,42451,41344,24432,23585,13713,13000,4332,4255
R,4,2020,11,4090134,2086715,2003419,1501340,1435481,316763,308814,33231,32016,112195,107980,6313,6190,116873,112938,1608583,1539280,379709,370079,57215,54665,154756,148882,14640,14258,1547516,1484602,1039284,991265,287388,280199,17460,16974,106121,102231,4280,4196,92983,89737,1124949,1074134,338283,329815,33002,31492,141631,136279,10447,10092,539199,518817,462056,444216,29375,28615,15771,15042,6074,5749,2033,1994,23890,23201,483634,465146,41426,40264,24213,23173,13125,12603,4193,4166
R,4,2020,12,4204619,2146235,2058384,1548173,1477443,324414,316684,34367,33238,116107,111645,6439,6224,116735,113150,1655204,1581155,386894,378406,58368,56557,158777,152153,14995,14257,1590201,1525140,1070233,1019437,294640,288074,17906,17696,110176,105934,4339,4139,92907,89860,1155787,1102101,345286,338034,33442,32712,145727,139597,10636,10042,556034,533244,477940,458006,29774,28610,16461,15542,5931,5711,2100,2085,23828,23290,499417,479054,41608,40372,24926,23845,13050,12556,4359,4215
R,4,2020,13,4225714,2158038,2067676,1563968,1492931,325189,315382,35133,33428,113839,110031,6401,6227,113508,109677,1668109,1593406,385588,374430,58705,56385,155559,149507,14735,14139,1602126,1533561,1085663,1033140,295660,286977,18264,17706,107813,104378,4366,4163,90360,87197,1168928,1113339,344549,334962,33608,32558,142551,137239,10480,9961,555912,534115,478305,459791,29529,28405,16869,15722,6026,5653,2035,2064,23148,22480,499181,480067,41039,39468,25097,23827,13008,12268,4255,4178
R,4,2020,14,4172072,2131612,2040460,1555484,1479239,315142,308067,34031,32768,112717,110064,6258,6178,107980,104144,1654363,1574572,372073,363496,57058,54775,152338,148132,14111,13610,1590293,1521586,1087917,1030705,287138,281061,17913,17571,107010,104791,4229,4223,86086,83235,1167022,1107142,333426,326268,32872,31864,140187,136679,10061,9730,541319,518874,467567,448534,28004,27006,16118,15197,5707,5273,2029,1955,21894,20909,487341,467430,38647,37228,24186,22911,12151,11453,4050,3880
R,4,2020,15,4169175,2127350,2041825,1556569,1483716,311765,303398,33687,32520,115325,115063,6340,6038,103664,101090,1651369,1575978,365342,356116,56321,54489,154049,152290,13899,13452,1596228,1531918,1096371,1042319,284722,277149,18037,17302,109728,109773,4399,4241,82971,81134,1172582,1116602,328310,320282,32922,31796,142322,141150,10014,9813,531122,509907,460198,441397,27043,26249,15650,15218,5597,5290,1941,1797,20693,19956,478787,459376,37032,35834,23399,22693,11727,11140,3885,3639
R,4,2020,16,4183062,2132946,2050116,1568383,1496744,309851,302318,32673,32108,115568,115529,6083,5790,100388,97627,1660198,1586073,361333,352739,55153,53887,152838,151556,13478,12897,1612849,1548222,1116921,1061215,283609,277085,17696,17177,110094,110335,4248,4045,80281,78365,1190615,1133179,325523,318292,32548,31695,141400,140699,9767,9316,520097,501894,451462,435529,26242,25233,14977,14931,5474,5194,1835,1745,20107,19262,469583,452894,35810,34447,22605,22192,11438,10857,3711,3581
R,4,2020,17,4156132,2119453,2036679,1558658,1486597,310381,303007,32820,31702,116254,116462,6068,5743,95272,93168,1645431,1571505,359034,350798,54604,53083,151488,150817,13350,12685,1605259,1540469,1111672,1054864,284334,278334,17644,17158,110907,111392,4269,4034,76433,74687,1181546,1123214,324072,317402,32139,31413,140577,140207,9713,9275,514194,496210,446986,431733,26047,24673,15176,14544,5347,5070,1799,1709,18839,18481,463885,448291,34962,33396,22465,21670,10911,10610,3637,3410
R,4,2020,18,4185143,2134833,2050310,1568770,1496387,318207,309923,32757,31406,115832,115462,5886,5727,93381,91405,1653856,1579509,365731,356978,54899,53253,149905,148477,12902,12547,1623316,1557832,1123553,1067531,292452,285368,17798,17195,110711,110514,4117,3973,74685,73251,1191793,1134414,331224,323821,32503,31818,139391,138282,9478,9129,511517,492478,445217,428856,25755,24555,14959,14211,5121,4948,1769,1754,18696,18154,462063,445095,34507,33157,22396,21435,10514,10195,3424,3418
R,4,2020,19,4299322,2195593,2103729,1607722,1530347,330251,321343,33298,32187,124769,123638,6048,5920,93505,90294,1692689,1612352,377451,367448,55702,53926,159336,156324,13237,12831,1677816,1607362,1156366,1097710,304352,296444,18340,17728,119566,118817,4338,4153,74854,72510,1224484,1163758,342734,334109,33423,32521,148771,146380,9763,9402,517777,496367,451356,432637,25899,24899,14958,14459,5203,4821,1710,1767,18651,17784,468205,448594,34717,33339,22279,21405,10565,9944,3474,3429
R,4,2020,20,4334051,2217544,2116507,1625743,1541487,336966,326116,33851,32361,122737,121271,6158,5809,92089,89463,1709452,1622502,383440,372075,56786,54493,155851,153059,13123,12658,1701592,1624934,1175745,1112874,311111,301596,18799,18069,117608,116449,4387,4142,73942,71804,1243144,1178042,349071,339283,34349,33127,145635,143175,9690,9330,515952,491573,449998,428613,25855,24520,15052,14292,5129,4822,1771,1667,18147,17659,466308,444460,34369,32792,22437,21366,10216,9884,3433,3328
R,4,2020,21,4286623,2190121,2096502,1609525,1529546,329844,321205,32944,31901,122530,121760,6037,5680,89241,86410,1690353,1607803,374329,365136,55401,54080,154757,152300,13204,12319,1687947,1616610,1171460,1110881,304653,297276,18406,17921,117452,116923,4315,4100,71661,69509,1236551,1173982,340989,333298,33757,33283,144693,142566,9820,9202,502174,479892,438065,418665,25191,23929,14538,13980,5078,4837,1722,1580,17580,16901,453802,433821,33340,31838,21644,20797,10064,9734,3384,3117
R,4,2020,22,4293158,2194260,2098898,1605911,1526341,332220,322712,32712,31760,130965,128320,6060,5753,86392,84012,1684041,1602309,374991,364817,54965,53603,162093,158193,12834,12128,1696293,1625314,1170431,1112568,307837,299262,18086,18003,126011,123600,4382,4197,69546,67684,1233440,1173881,342881,333802,33454,33234,152346,148844,9602,9093,497967,473584,435480,413773,24383,23450,14626,13757,4954,4720,1678,1556,16846,16328,450601,428428,32110,31015,21511,20369,9747,9349,3232,3035
R,4,2020,23,4320025,2205804,2114221,1615689,1536586,329708,322421,32737,31624,137698,135761,6158,5565,83814,82264,1691472,1610783,370380,363099,55154,53661,168040,164962,12804,12129,1709706,1643623,1182182,1125178,305271,299587,18146,17876,132787,131011,4407,4025,66913,65946,1242843,1184716,338152,332776,33461,33113,158482,155688,9511,9088,496098,470598,433507,411408,24437,22834,14591,13748,4911,4750,1751,1540,16901,16318,448629,426067,32228,30323,21693,20548,9558,9274,3293,3041
R,4,2020,24,4385447,2244696,2140751,1641788,1554377,336531,327395,32931,31174,144353,142079,6369,6107,82724,79619,1716387,1626022,375994,366183,55666,53121,174413,170620,13004,12665,1745667,1669318,1204950,1141504,312070,304543,18475,17598,139490,137308,4616,4388,66066,63977,1264591,1199199,344017,336075,34150,32943,164953,161463,9777,9538,499029,471433,436838,412873,24461,22852,14456,13576,4863,4771,1753,1719,16658,15642,451796,426823,31977,30108,21516,20178,9460,9157,3227,3127
R,4,2020,25,4479099,2293545,2185554,1668926,1577256,353505,343635,33574,32111,149604,147357,6556,6293,81380,78902,1741820,1647733,391710,381735,56863,54429,179117,175790,13546,12872,1790088,1711031,1228060,1161848,328576,320289,19051,18169,144667,142660,4793,4607,64941,63458,1286201,1218601,359349,351279,35311,33982,169772,166741,10227,9769,503457,474523,440866,415408,24929,23346,14523,13942,4937,4697,1763,1686,16439,15444,455619,429132,32361,30456,21552,20447,9345,9049,3319,3103
R,4,2020,26,4563466,2335470,2227996,1693510,1599350,368633,358692,34389,33226,154018,153196,6566,6443,78354,77089,1763292,1667858,404682,395291,57388,55966,182887,180773,13465,13147,1826026,1750172,1246655,1180978,343331,334965,19697,19233,149159,148432,4808,4795,62376,61769,1302200,1235874,372168,364619,35801,35356,173657,171780,10155,9995,509444,477824,446855,418372,25302,23727,14692,13993,4859,4764,1758,1648,15978,15320,461092,431984,32514,30672,21587,20610,9230,8993,3310,3152
R,4,2020,27,4652001,2385113,2266888,1727050,1624858,381296,366973,35642,33834,158665,160243,6835,6447,75625,74533,1794207,1691023,415006,401151,58631,56412,186855,187501,13562,13011,1869951,1787421,1274939,1204361,355478,343396,20532,19770,153846,155354,4976,4731,60180,59809,1328392,1257492,382245,370838,36656,35885,177983,178648,10300,9892,515162,479467,452111,420497,25818,23577,15110,14064,4819,4889,1859,1716,15445,14724,465815,433531,32761,30313,21975,20527,8872,8853,3262,3119
R,4,2020,28,4764920,2430252,2334668,1760793,1671355,384921,377942,37342,34231,166219,169946,7312,6737,73665,74457,1825501,1736634,416533,411624,60334,56797,194442,198191,14301,13655,1909807,1851748,1305280,1249872,358628,352606,21356,20114,161211,164839,5301,4924,58031,59393,1356166,1301937,383297,379361,37321,36049,185308,188926,10811,10308,520445,482920,455513,421483,26293,25336,15986,14117,5008,5107,2011,1813,15634,15064,469335,434697,33236,32263,23013,20748,9134,9265,3490,3347
R,4,2020,29,4849242,2465352,2383890,1790733,1707644,385782,384623,36687,33555,174095,179014,7762,7027,70293,72027,1851996,1770511,415119,416632,58620,55521,202038,206891,14862,13961,1947078,1906786,1338093,1292562,358892,358352,20717,19817,168692,173637,5616,5231,55068,57187,1385861,1342337,381473,383637,35842,35274,192582,197333,11207,10765,518274,477104,452640,415082,26890,26271,15970,13738,5403,5377,2146,1796,15225,14840,466135,428174,33646,32995,22778,20247,9456,9558,3655,3196
R,4,2020,30,4769671,2420603,2349068,1765653,1683995,372674,376097,35851,32792,173836,181697,7860,7085,64729,67402,1822170,1742786,399260,405568,56131,53436,199763,208016,14240,13627,1913005,1886537,1321881,1281668,346427,350236,20041,19463,168544,176482,5672,5298,50440,53390,1365737,1328117,366729,373223,33920,33833,190710,199089,10686,10502,507598,462531,443772,402327,26247,25861,15810,13329,5292,5215,2188,1787,14289,14012,456433,414669,32531,32345,22211,19603,9053,8927,3554,3125
R,4,2020,31,4592981,2327859,2265122,1706230,1628272,345564,353147,34352,30732,173808,183329,7592,6793,60313,62849,1758705,1683022,369599,380220,53453,50117,198356,208135,13728,12865,1840996,1824686,1280278,1244566,320640,328703,18813,18116,168848,178258,5562,5135,46855,49908,1320908,1287889,338584,349809,31840,31811,189903,199592,10442,9984,486863,440436,425952,383706,24924,24444,15539,12616,4960,5071,2030,1658,13458,12941,437797,395133,31015,30411,21613,18306,8453,8543,3286,2881
