UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2020,40,4263009,2133667,2129342,1620988,1567193,283975,312594,29741,27602,147954,167216,6588,6135,44421,48602,1659348,1608922,300018,331716,46139,45070,165465,186230,11575,11325,1675258,1703275,1215896,1192958,263221,290302,15078,15321,143581,162944,4589,4590,32893,37160,1244050,1224614,274262,304073,25928,27536,158242,179084,8526,8760,458409,426067,405092,374235,20754,22292,14663,12281,4373,4272,1999,1545,11528,11442,415298,384308,25756,27643,20211,17534,7223,7146,3049,2565
R,1,2020,41,4018584,1998860,2019724,1521770,1488396,263297,294246,27365,26148,139278,160096,6033,5608,41117,45230,1557074,1527235,278105,311659,42599,42746,155667,177864,10489,10336,1572104,1613902,1143689,1132099,244317,273144,14153,14388,135149,155840,4292,4100,30504,34331,1169576,1161344,254572,285594,24294,25864,148878,170898,7801,7898,426756,405822,378081,356297,18980,21102,13212,11760,4129,4256,1741,1508,10613,10899,387498,365891,23533,26065,18305,16882,6789,6966,2688,2438
R,1,2020,42,4034538,2004474,2030064,1534012,1503036,260123,292217,27887,26632,136236,158055,5986,5697,40230,44427,1568527,1540991,274460,309330,43178,43226,152111,175381,10388,10379,1573840,1617812,1151732,1139840,241693,271314,14408,14862,132049,153878,4259,4197,29699,33721,1176897,1168401,251439,283462,24597,26408,145359,168590,7723,7952,430634,412252,382280,363196,18430,20903,13479,11770,4187,4177,1727,1500,10531,10706,391630,372590,23021,25868,18581,16818,6752,6791,2665,2427
R,1,2020,43,3884183,1926359,1957824,1471710,1448890,247511,279171,26734,25221,136591,157138,5630,5252,38183,42152,1504568,1484767,260606,295077,41194,41220,151906,173762,9958,9757,1510249,1555492,1101810,1093446,229767,259161,13866,14064,132531,153070,4009,3831,28266,31920,1125844,1120324,238558,270428,23571,25250,145423,167083,7410,7446,416110,402332,369900,355444,17744,20010,12868,11157,4060,4068,1621,1421,9917,10232,378724,364443,22048,24649,17623,15970,6483,6679,2548,2311
R,1,2020,44,3894146,1933638,1960508,1476119,1449750,249363,280569,26535,25337,139833,159644,5428,5214,36360,39994,1507308,1483841,262014,295404,40668,40608,154216,175522,9352,9414,1518994,1559929,1106740,1094997,231963,260985,13645,14113,135853,155578,3906,3864,26887,30392,1129509,1120683,240454,271419,23206,24815,147964,169064,7028,7225,414644,400579,369379,354753,17400,19584,12890,11224,3980,4066,1522,1350,9473,9602,377799,363158,21560,23985,17462,15793,6252,6458,2324,2189
R,1,2020,45,3937472,1956223,1981249,1500856,1474454,248761,280574,26516,25139,139892,157295,5508,4980,34690,38807,1530373,1507352,260485,294826,40233,40308,153678,172631,9456,8969,1545153,1582421,1132746,1119550,232420,261973,13685,14060,136067,153445,4027,3661,26208,29732,1154840,1144458,240588,272108,23057,24816,147902,166640,7208,6883,411070,398828,368110,354904,16341,18601,12831,11079,3825,3850,1481,1319,8482,9075,375533,362894,19897,22718,17176,15492,5776,5991,2248,2086
R,1,2020,46,3812192,1882384,1929808,1441811,1433117,240233,274294,24970,24500,136969,155971,5024,4921,33377,37005,1470157,1464333,251349,287758,38239,39000,150394,170715,8767,8860,1499219,1549869,1098446,1094788,225104,256640,13044,13890,133522,152237,3719,3660,25384,28654,1119740,1118688,232736,266353,22348,24395,145079,164948,6788,6836,383165,379939,343365,338329,15129,17654,11926,10610,3447,3734,1305,1261,7993,8351,350417,345645,18613,21405,15891,14605,5315,5767,1979,2024
R,1,2020,47,3973591,1960405,2013186,1504168,1499043,252918,288412,25968,25051,138639,158401,5095,4959,33617,37320,1532648,1530492,263659,301762,39802,40179,152130,173111,8866,8899,1572665,1627833,1156303,1155583,237875,270651,13750,14307,135079,154648,3808,3681,25850,28963,1177972,1179669,245391,280264,23626,25354,146767,167378,6835,6929,387740,385353,347865,343460,15043,17761,12218,10744,3560,3753,1287,1278,7767,8357,354676,350823,18268,21498,16176,14825,5363,5733,2031,1970
R,1,2020,48,4137185,2043560,2093625,1590911,1581625,256644,292916,25486,25262,132338,151536,5105,4756,33076,37530,1618816,1613301,267166,306102,39368,40929,145432,165964,8860,8776,1667921,1719938,1253683,1248333,242016,275961,13996,14775,128765,147967,3752,3583,25709,29319,1275121,1272811,249494,285456,24115,26402,140134,160489,6840,6886,375639,373687,337228,333292,14628,16955,11490,10487,3573,3569,1353,1173,7367,8211,343695,340490,17672,20646,15253,14527,5298,5475,2020,1890
R,1,2020,49,4348365,2148318,2200047,1679937,1672228,268590,305577,26538,25778,134003,153376,4976,5058,34274,38030,1708924,1704128,279559,318855,41286,42024,147064,167816,8957,9354,1767562,1826713,1338230,1339478,253687,288448,14737,15234,130452,149726,3698,3793,26758,30034,1360612,1364414,261545,298235,25600,27514,141747,162181,6965,7332,380756,373334,341707,332750,14903,17129,11801,10544,3551,3650,1278,1265,7516,7996,348312,339714,18014,20620,15686,14510,5317,5635,1992,2022
R,1,2020,50,4230133,2094031,2136102,1645647,1633210,257343,291096,25376,24780,128337,146674,5125,4951,32203,35391,1672906,1662858,267242,303076,39507,40298,140647,160142,8971,8933,1724204,1774813,1313468,1310351,242993,274921,14135,14843,124904,143131,3863,3792,24841,27775,1334245,1333397,249873,283587,24456,26526,135514,154714,7023,7090,369827,361289,332179,322859,14350,16175,11241,9937,3433,3543,1262,1159,7362,7616,338661,329461,17369,19489,15051,13772,5133,5428,1948,1843
R,1,2020,51,4019451,1985457,2033994,1558812,1555894,245118,276331,24607,23512,122828,140768,4462,4666,29630,32823,1583739,1583277,254057,287237,38003,38321,134059,152992,7948,8452,1640807,1696482,1249465,1254392,231464,261007,13811,14225,119788,137520,3323,3503,22956,25835,1268557,1275669,237644,268861,23785,25503,129484,148168,6186,6664,344650,337512,309347,301502,13654,15324,10796,9287,3040,3248,1139,1163,6674,6988,315182,307608,16413,18376,14218,12818,4575,4824,1762,1788
R,1,2020,52,3983039,1962135,2020904,1549807,1553040,243817,278403,23414,23537,112163,129909,4545,4491,28389,31524,1573708,1579264,252235,289022,36551,38052,122758,141280,7846,8226,1630307,1692646,1251695,1259706,230618,263346,13360,14530,109207,126890,3394,3416,22033,24758,1269996,1280065,236416,270976,23165,25656,118381,136638,6166,6523,331828,328258,298112,293334,13199,15057,10054,9007,2956,3019,1151,1075,6356,6766,303712,299199,15819,18046,13386,12396,4377,4642,1680,1703
R,1,2020,53,3998510,1964031,2034479,1555132,1570715,244845,280962,23164,23313,108816,124159,4543,4536,27531,30794,1578054,1596223,253148,291332,36184,37821,118869,135066,7912,8152,1641941,1715624,1265313,1285539,232146,266446,13556,14779,105949,121188,3450,3481,21527,24191,1282981,1305331,237884,273887,23469,25894,114603,130589,6296,6508,322090,318855,289819,285176,12699,14516,9608,8534,2867,2971,1093,1055,6004,6603,295073,290892,15264,17445,12715,11927,4266,4477,1616,1644
R,1,2020,54,4152642,2040778,2111864,1615881,1630943,256962,292489,24357,24362,111040,128231,4558,4592,27980,31247,1639155,1656837,265184,302637,37952,39333,121083,139355,7979,8288,1717191,1793102,1325405,1346384,243692,277691,14480,15600,108237,125164,3525,3577,21852,24686,1343323,1366567,249373,284993,24837,27234,116919,134727,6392,6675,323587,318762,290476,284559,13270,14798,9877,8762,2803,3067,1033,1015,6128,6561,295832,290270,15811,17644,13115,12099,4164,4628,1587,1613
R,1,2020,55,4378554,2142802,2235752,1708971,1741136,264103,303481,24685,25104,112032,129368,4527,4725,28484,31938,1732727,1767529,272200,313684,38868,41062,122161,140320,7981,8486,1826511,1918315,1424571,1457112,251561,289022,15176,16448,109208,126487,3540,3725,22455,25521,1443063,1477930,257179,296423,26141,29144,117977,135982,6431,6897,316291,317437,284400,284024,12542,14459,9509,8656,2824,2881,987,1000,6029,6417,289664,289599,15021,17261,12727,11918,4184,4338,1550,1589
R,1,2020,56,4339874,2114782,2225092,1692844,1740653,254359,293319,23983,24498,111322,130576,4260,4578,28014,31468,1716174,1766600,262093,303043,38242,40303,121240,141427,7623,8386,1817406,1922060,1425745,1470002,242240,279472,15053,16087,108728,127733,3295,3608,22345,25158,1444156,1490473,247696,286501,26237,28707,117359,137099,6131,6811,297376,303032,267099,270651,12119,13847,8930,8411,2594,2843,965,970,5669,6310,272018,276127,14397,16542,12005,11596,3881,4328,1492,1575
R,1,2020,57,4346314,2113721,2232593,1697729,1754474,251998,292401,23442,24366,108958,125745,4271,4525,27323,31082,1720517,1780006,259431,302107,37189,40373,118685,136237,7649,8206,1827968,1939251,1440751,1492098,240558,279357,14797,16243,106377,122997,3389,3603,22096,24953,1458988,1512353,245791,286398,25796,29101,114919,132045,6293,6677,285753,293342,256978,262376,11440,13044,8645,8123,2581,2748,882,922,5227,6129,261529,267653,13640,15709,11393,11272,3766,4192,1356,1529
R,1,2020,58,4318597,2095660,2222937,1701504,1764347,243515,285656,22757,23976,96601,114525,4161,4218,27122,30215,1724101,1789114,250743,295087,36768,39899,106192,124537,7423,7780,1828245,1947442,1461064,1517799,232850,273474,14739,16422,94297,111948,3356,3382,21939,24417,1479146,1537578,237997,280347,25961,29370,102676,120623,6128,6362,267415,275495,240440,246548,10665,12182,8018,7554,2304,2577,805,836,5183,5798,244955,251536,12746,14740,10807,10529,3516,3914,1295,1418
R,1,2020,59,4409083,2133956,2275127,1726328,1799283,251654,294662,22897,24263,101887,122481,4131,4365,27059,30073,1748985,1823904,258774,303730,36958,40208,111324,132537,7380,7911,1865963,1997532,1485387,1550336,240991,282462,14742,16817,99474,119842,3327,3540,22042,24535,1503645,1570198,246109,289202,26094,29832,107815,128566,6061,6552,267993,277595,240941,248947,10663,12200,8155,7446,2413,2639,804,825,5017,5538,245340,253706,12665,14528,10864,10376,3509,3971,1319,1359
R,1,2020,60,4334419,2098302,2236117,1704455,1774905,243917,287658,22008,23319,97855,117305,4011,4033,26056,28897,1726190,1798629,250623,296483,35606,38807,107153,126734,7121,7408,1847221,1975095,1478718,1541337,233860,275883,14478,16197,95623,114842,3238,3289,21304,23547,1496354,1560418,238667,282417,25521,28893,103777,123049,5864,6150,251081,261022,225737,233568,10057,11775,7530,7122,2232,2463,773,744,4752,5350,229836,238211,11956,14066,10085,9914,3376,3685,1257,1258
R,1,2020,61,4179752,2010979,2168773,1636838,1725565,231295,274665,20105,22029,94758,115279,3649,3863,24334,27372,1657117,1748000,237618,282843,33196,36983,103086,124178,6418,6917,1784145,1926481,1433242,1508575,221791,263680,13474,15508,92704,113023,2962,3175,19972,22520,1449728,1526861,226335,269765,24211,27916,100072,120777,5319,5793,226834,242292,203596,216990,9504,10985,6631,6521,2054,2256,687,688,4362,4852,207389,221139,11283,13078,8985,9067,3014,3401,1099,1124
R,1,2020,62,4187169,2007955,2179214,1641384,1742855,225399,270634,20143,21682,93420,113554,3542,3728,24067,26761,1661307,1764776,231678,278618,33165,36676,101652,121918,6354,6752,1788263,1942279,1443954,1530211,216511,260098,13492,15413,91499,111540,2905,3026,19902,21991,1460267,1548008,221108,266016,24250,27872,98831,118833,5304,5614,219692,236935,197430,212644,8888,10536,6651,6269,1921,2014,637,702,4165,4770,201040,216768,10570,12602,8915,8804,2821,3085,1050,1138
R,1,2020,63,4056233,1934990,2121243,1584563,1694769,214935,264434,18903,20841,90662,111770,3317,3500,22610,25929,1603425,1716094,220826,272166,31314,35564,98178,119731,5905,6414,1729441,1896473,1400020,1493430,206474,254235,12702,14900,88837,109645,2702,2922,18706,21341,1415480,1510779,210736,259956,22973,27198,95530,116565,4938,5401,205549,224770,184543,201339,8461,10199,6201,5941,1825,2125,615,578,3904,4588,187945,205315,10090,12210,8341,8366,2648,3166,967,1013
R,1,2020,64,3939590,1873332,2066258,1538122,1656026,203252,251370,18117,19893,89044,111080,3111,3434,21686,24455,1556168,1675961,208794,258669,30052,33737,96261,118684,5592,6163,1676802,1848240,1361541,1460162,195026,241811,12324,14260,87320,109097,2580,2803,18011,20107,1376377,1476342,199031,247216,22273,25814,93736,115717,4731,5133,196530,218018,176581,195864,8226,9559,5793,5633,1724,1983,531,631,3675,4348,179791,199619,9763,11453,7779,7923,2525,2967,861,1030
R,1,2020,65,3876930,1836304,2040626,1513672,1642735,195372,243936,17050,18925,86723,108348,3022,3288,20465,23394,1530654,1661827,200575,250822,28526,32270,93464,115483,5357,5990,1651884,1832686,1347207,1455041,187881,235122,11912,13916,85159,106519,2514,2738,17211,19350,1361357,1470601,191725,240246,21623,25135,91188,112785,4545,5067,184420,207940,166465,187694,7491,8814,5138,5009,1564,1829,508,550,3254,4044,169297,191226,8850,10576,6903,7135,2276,2698,812,923
R,1,2020,66,3644126,1715925,1928201,1425237,1562970,174861,223904,15510,17243,78839,99621,2644,2944,18834,21519,1440987,1580551,179486,230134,26317,29740,84853,106127,4749,5378,1550503,1739526,1276049,1392558,167996,215910,10884,12689,77475,97983,2202,2462,15897,17924,1289274,1407021,171390,220566,20091,23243,82855,103737,4044,4606,165422,188675,149188,170412,6865,7994,4626,4554,1364,1638,442,482,2937,3595,151713,173530,8096,9568,6226,6497,1998,2390,705,772
R,1,2020,67,3562874,1672176,1890698,1393971,1535604,165054,215696,14460,16529,78679,99896,2663,2891,17349,20082,1408350,1552030,169390,221468,24361,28315,84294,105900,4670,5219,1517583,1711238,1254451,1373279,158652,208082,10216,12237,77360,98307,2275,2437,14629,16896,1266457,1386935,161838,212508,18679,22336,82370,103567,4022,4443,154593,179460,139520,162325,6402,7614,4244,4292,1319,1589,388,454,2720,3186,141893,165095,7552,8960,5682,5979,1924,2333,648,776
R,1,2020,68,3371749,1577811,1793938,1324679,1465150,152490,202764,13310,15233,68774,89539,2312,2608,16246,18644,1338147,1480499,156496,208145,22900,26506,73805,94720,4188,4678,1434588,1628397,1194811,1315555,146842,195619,9589,11287,67618,88100,1968,2207,13760,15629,1206127,1328235,149835,199697,17751,20966,72132,92642,3617,3999,143223,165541,129868,149595,5648,7145,3721,3946,1156,1439,344,401,2486,3015,132020,152264,6661,8448,5149,5540,1673,2078,571,679
R,1,2020,69,3252389,1516195,1736194,1262677,1407190,150562,199406,13038,14810,71900,94380,2374,2519,15644,17889,1275722,1421706,154452,204684,22199,25369,76709,99709,4158,4602,1377194,1571825,1136859,1258522,144869,192362,9471,10903,70736,92908,2010,2159,13249,14971,1147810,1270531,147727,196341,17342,19925,75036,97547,3598,3951,139001,164369,125818,148668,5693,7044,3567,3907,1164,1472,364,360,2395,2918,127912,151175,6725,8343,4857,5444,1673,2162,560,651
R,1,2020,70,3177235,1481453,1695782,1242001,1383561,140208,188794,12375,13872,69995,90142,2270,2501,14604,16912,1254145,1397355,143772,193702,21160,24052,74350,94890,3990,4456,1352360,1542671,1124878,1244719,135085,182286,9040,10423,68981,88840,1922,2123,12454,14280,1135163,1256236,137790,186048,16615,19225,72857,93003,3430,3835,129093,153111,117123,138842,5123,6508,3335,3449,1014,1302,348,378,2150,2632,118982,141119,5982,7654,4545,4827,1493,1887,560,621
R,1,2020,71,3077878,1430957,1646921,1207472,1354893,130475,176836,11534,13065,65724,83700,2104,2343,13648,16084,1218786,1368126,133822,181448,19752,22743,69825,88224,3663,4134,1312621,1504039,1100021,1225229,125782,170902,8585,9871,64747,82462,1792,2012,11694,13563,1109643,1236270,128339,174405,15724,18279,68404,86397,3173,3569,118336,142882,107451,129664,4693,5934,2949,3194,977,1238,312,331,1954,2521,109143,131856,5483,7043,4028,4464,1421,1827,490,565
R,1,2020,72,3132806,1454100,1678706,1246282,1405780,120641,164762,10994,12357,60795,77806,1968,2084,13420,15917,1257541,1419000,123886,169186,19291,22226,64566,82108,3496,3815,1341171,1541565,1143566,1280926,116363,159149,8129,9413,59887,76701,1693,1790,11533,13586,1153178,1292091,118829,162587,15396,18024,63223,80504,3058,3332,112929,137141,102716,124854,4278,5613,2865,2944,908,1105,275,294,1887,2331,104363,126909,5057,6599,3895,4202,1343,1604,438,483
R,1,2020,73,2748770,1269959,1478811,1089836,1239302,102515,142644,9729,10972,54344,70157,1747,1800,11788,13936,1099802,1250884,105265,146418,16940,19390,57662,74056,3116,3389,1170032,1354469,998832,1126125,98725,137502,7259,8414,53619,69091,1495,1535,10102,11802,1007342,1135833,100805,140386,13568,15693,56549,72527,2690,2943,99927,124342,91004,113177,3790,5142,2470,2558,725,1066,252,265,1686,2134,92460,115051,4460,6032,3372,3697,1113,1529,426,446
R,1,2020,74,2259348,1034605,1224743,877644,1014429,89494,126724,8064,9396,48159,60824,1556,1716,9688,11654,885709,1024069,91789,129889,13822,16306,51079,64194,2779,3101,944279,1110276,795219,910033,86071,122032,5914,7027,47449,59916,1351,1470,8275,9798,802045,918059,87792,124406,10917,12956,50045,62863,2425,2694,90326,114467,82425,104396,3423,4692,2150,2369,710,908,205,246,1413,1856,83664,106010,3997,5483,2905,3350,1034,1331,354,407
R,1,2020,75,2212473,1005373,1207100,858107,1004924,83746,121506,7533,8946,45347,58691,1375,1583,9265,11450,865913,1014398,85932,124708,13061,15784,48047,61928,2540,2972,923305,1100628,783126,907598,80639,117359,5630,6730,44738,57835,1191,1367,7981,9739,789799,915589,82298,119799,10499,12689,47144,60681,2235,2612,82068,106472,74981,97326,3107,4147,1903,2216,609,856,184,216,1284,1711,76114,98809,3634,4909,2562,3095,903,1247,305,360
R,1,2020,76,2184113,985937,1198176,850659,1011694,77661,114585,6834,8392,41045,51344,1255,1325,8483,10836,857843,1020761,79501,117515,12094,14976,43405,54268,2338,2594,911630,1099097,782656,921058,74832,110717,5189,6416,40460,50590,1107,1147,7386,9169,788899,928666,76247,112922,9859,12149,42560,53141,2073,2276,74307,99079,68003,90636,2829,3868,1645,1976,585,754,148,178,1097,1667,68944,92095,3254,4593,2235,2827,845,1127,265,318
R,1,2020,77,2066280,926525,1139755,799352,961923,72108,108398,6362,7692,39831,50620,1069,1291,7803,9831,805914,970110,73943,111046,11189,13736,41984,53265,1969,2392,858452,1045840,737023,876020,69457,104633,4934,5828,39339,49902,923,1090,6776,8367,742704,882947,70873,106641,9239,11121,41245,52216,1709,2069,68073,93915,62329,85903,2651,3765,1428,1864,492,718,146,201,1027,1464,63210,87163,3070,4405,1950,2615,739,1049,260,323
R,1,2020,78,1773385,786427,986958,676195,829785,61985,95676,5593,6709,34852,44956,973,1091,6829,8741,681906,837054,63572,98019,9717,12051,36841,47359,1797,2077,725847,904779,620742,754267,59678,92577,4282,5188,34397,44327,855,915,5893,7505,625648,760470,60876,94386,7933,9888,36161,46432,1587,1791,60580,82179,55453,75518,2307,3099,1311,1521,455,629,118,176,936,1236,56258,76584,2696,3633,1784,2163,680,927,210,286
R,1,2020,79,1633013,715121,917892,611405,768550,57123,90412,5093,6348,34240,43566,926,1057,6334,7959,616721,775164,58540,92576,8875,11094,36185,45834,1698,1995,657375,837527,558446,694762,54939,87281,3880,4878,33813,42962,810,886,5487,6758,563038,700325,56011,88922,7208,9001,35546,44960,1497,1714,57746,80365,52959,73788,2184,3131,1213,1470,427,604,116,171,847,1201,53683,74839,2529,3654,1667,2093,639,874,201,281
R,1,2020,80,1492939,650082,842857,556405,705815,51763,83207,4431,5673,31041,39575,810,1067,5632,7520,561158,712065,53043,85223,7737,10168,32752,41697,1498,1965,597564,769078,508266,638091,49715,80306,3373,4364,30634,39017,700,883,4876,6417,512356,643410,50693,81824,6287,8301,32168,40878,1317,1666,52518,73779,48139,67724,2048,2901,1058,1309,407,558,110,184,756,1103,48802,68655,2350,3399,1450,1867,584,819,181,299
R,1,2020,81,1406993,606467,800526,522120,675605,46391,76235,4099,5282,28121,35856,695,902,5041,6646,526377,681148,47527,78010,7157,9223,29613,37757,1268,1679,558582,731445,478096,612151,44608,73527,3157,4043,27784,35365,588,746,4349,5613,481745,616795,45457,74863,5850,7452,29108,37023,1103,1413,47885,69081,44024,63454,1783,2708,942,1239,337,491,107,156,692,1033,44632,64353,2070,3147,1307,1771,505,734,165,266
R,1,2020,82,1275055,542240,732815,465909,616324,41839,70861,3561,4790,25708,33918,652,860,4571,6062,469813,621389,42922,72526,6258,8308,27069,35643,1172,1600,498756,669745,425897,558427,40245,68368,2715,3675,25400,33441,553,713,3946,5121,429256,562668,41054,69613,5096,6743,26619,34948,1005,1364,43484,63070,40012,57897,1594,2493,846,1115,308,477,99,147,625,941,40557,58721,1868,2913,1162,1565,450,695,167,236
R,1,2020,83,1160592,484857,675735,417650,570338,36556,64262,3120,4289,22930,30676,554,741,4047,5429,421073,574846,37462,65757,5451,7445,24227,32246,1038,1371,445235,616884,381074,516112,35063,61998,2412,3262,22676,30251,480,636,3530,4625,384038,519925,35740,63140,4483,6000,23854,31642,921,1192,39622,58851,36576,54226,1493,2264,708,1027,254,425,74,105,517,804,37035,54921,1722,2617,968,1445,373,604,117,179
R,1,2020,84,1068916,438616,630300,377600,530817,33694,60729,2782,4003,20487,28903,515,674,3538,5174,380561,535124,34503,62101,4826,6996,21573,30413,971,1262,402474,575527,344269,480367,32325,58661,2131,3029,20244,28494,452,559,3053,4417,346819,484015,32936,59712,3939,5648,21206,29821,851,1081,36142,54773,33331,50450,1369,2068,651,974,243,409,63,115,485,757,33742,51109,1567,2389,887,1348,367,592,120,181
R,1,2020,85,968101,390400,577701,337213,489140,29328,54737,2392,3524,17865,25075,460,580,3142,4645,339908,493003,30019,55984,4170,6250,18863,26458,849,1117,358651,528439,307774,443651,28238,52942,1829,2656,17640,24718,399,492,2771,3980,310148,446945,28781,53901,3428,5037,18526,25939,750,964,31749,49262,29439,45489,1090,1795,563,868,225,357,61,88,371,665,29760,46058,1238,2083,742,1213,337,519,99,153
R,1,2020,86,841115,332673,508442,287651,429523,24476,48042,2013,2975,15477,23307,413,506,2643,4089,289904,432934,25052,49113,3520,5324,16338,24520,736,1015,305867,465163,262823,389505,23557,46430,1537,2257,15291,23001,354,446,2305,3524,264787,392427,23996,47257,2872,4330,16069,24085,639,895,26806,43279,24828,40018,919,1612,476,718,186,306,59,60,338,565,25117,40507,1056,1856,648,994,269,435,97,120
R,1,2020,87,792998,305815,487183,264798,412698,22495,45575,1812,2878,13957,21804,352,482,2401,3746,266832,415847,23041,46594,3132,5038,14752,22873,653,937,281559,446899,242283,375450,21654,44075,1375,2208,13793,21522,320,418,2134,3226,244084,378143,22088,44883,2565,4125,14515,22455,595,817,24256,40284,22515,37248,841,1500,437,670,164,282,32,64,267,520,22748,37704,953,1711,567,913,237,418,58,120
R,1,2020,88,692358,262000,430358,230180,369770,16853,36282,1424,2334,11309,18320,292,390,1942,3262,231843,372506,17300,37152,2489,4230,11955,19241,543,790,241094,395726,210644,337634,16245,35104,1073,1755,11191,18103,249,340,1692,2790,212081,339958,16605,35767,2002,3411,11779,18920,468,690,20906,34632,19536,32136,608,1178,351,579,118,217,43,50,250,472,19762,32548,695,1385,487,819,176,321,75,100
R,1,2020,89,643326,236812,406514,206764,348093,15731,34494,1313,2192,10903,18278,277,381,1824,3076,208309,350682,16133,35325,2327,3933,11517,19192,506,732,217509,373033,188816,317009,15089,33355,977,1630,10790,18078,247,321,1590,2640,190169,319213,15399,33989,1868,3158,11331,18890,452,638,19303,33481,17948,31084,642,1139,336,562,113,200,30,60,234,436,18140,31469,734,1336,459,775,186,302,54,94
R,1,2020,90,543142,194121,349021,169699,299084,12823,30117,1080,1784,8791,15186,229,337,1499,2513,170982,301167,13169,30823,1921,3213,9261,15904,432,645,178339,321407,154997,273440,12330,29149,817,1359,8702,14990,203,295,1290,2174,156096,275236,12594,29700,1555,2625,9116,15623,377,566,15782,27614,14702,25644,493,968,263,425,89,196,26,42,209,339,14886,25931,575,1123,366,588,145,281,55,79
R,1,2020,91,470031,163521,306510,143573,263564,10355,25633,891,1529,7308,13199,162,286,1232,2299,144603,265483,10642,26275,1603,2849,7705,13846,302,575,150526,283055,131434,241884,9951,24763,671,1139,7239,13052,146,238,1085,1979,132337,243517,10183,25270,1312,2312,7595,13625,268,495,12995,23455,12139,21680,404,870,220,390,69,147,16,48,147,320,12266,21966,459,1005,291,537,110,221,34,80
R,1,2020,92,400178,134542,265636,117851,228847,8561,22117,695,1311,6267,11226,130,221,1038,1914,118733,230444,8788,22605,1273,2459,6597,11754,263,466,124368,246252,108323,210859,8273,21430,531,983,6211,11104,112,189,918,1687,109099,212262,8454,21816,1046,2017,6513,11576,233,406,10174,19384,9528,17988,288,687,164,328,56,122,18,32,120,227,9634,18182,334,789,227,442,84,178,30,60
R,1,2020,93,324694,105598,219096,92464,188850,6677,17983,547,1088,4991,9401,93,203,826,1571,93173,190186,6859,18427,1011,1966,5250,9833,202,389,97534,203333,84942,174252,6415,17406,432,831,4944,9289,81,183,720,1372,85563,175406,6552,17766,844,1614,5171,9680,171,351,8064,15763,7522,14598,262,577,115,257,47,112,12,20,106,199,7610,14780,307,661,167,352,79,153,31,38
